ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries

ROUGE-2+StopWordRemoval,NEWS16,SYSTEM1.TXT,0.04545,0.03125,0.03704,1

ROUGE-L+StopWordRemoval,NEWS17,SYSTEM1.TXT,0.42105,0.30769,0.35556,1

ROUGE-1+StopWordRemoval,NEWS17,SYSTEM1.TXT,0.45000,0.27273,0.33962,1

ROUGE-2+StopWordRemoval,NEWS17,SYSTEM1.TXT,0.05882,0.03333,0.04255,1

ROUGE-L+StopWordRemoval,NEWS18,SYSTEM1.TXT,0.10526,0.06897,0.08333,1

ROUGE-1+StopWordRemoval,NEWS18,SYSTEM1.TXT,0.15000,0.09091,0.11321,1

ROUGE-2+StopWordRemoval,NEWS18,SYSTEM1.TXT,0.05882,0.03333,0.04255,1

ROUGE-L+StopWordRemoval,NEWS19,SYSTEM1.TXT,0.55556,0.27027,0.36364,1

ROUGE-1+StopWordRemoval,NEWS19,SYSTEM1.TXT,0.65000,0.25490,0.36620,1

ROUGE-2+StopWordRemoval,NEWS19,SYSTEM1.TXT,0.27778,0.10417,0.15152,1

ROUGE-L+StopWordRemoval,NEWS12,SYSTEM1.TXT,0.37037,0.23810,0.28986,1

ROUGE-1+StopWordRemoval,NEWS12,SYSTEM1.TXT,0.34483,0.16129,0.21978,1

ROUGE-2+StopWordRemoval,NEWS12,SYSTEM1.TXT,0.11538,0.05085,0.07059,1

ROUGE-L+StopWordRemoval,NEWS13,SYSTEM1.TXT,0.76190,0.34783,0.47761,1

ROUGE-1+StopWordRemoval,NEWS13,SYSTEM1.TXT,0.77778,0.38182,0.51220,1

ROUGE-2+StopWordRemoval,NEWS13,SYSTEM1.TXT,0.45833,0.21154,0.28947,1

ROUGE-L+StopWordRemoval,NEWS14,SYSTEM1.TXT,0.26316,0.18519,0.21739,1

ROUGE-1+StopWordRemoval,NEWS14,SYSTEM1.TXT,0.26316,0.13158,0.17544,1

ROUGE-2+StopWordRemoval,NEWS14,SYSTEM1.TXT,0.05882,0.02857,0.03846,1

ROUGE-L+StopWordRemoval,NEWS15,SYSTEM1.TXT,0.09524,0.12500,0.10811,1

ROUGE-1+StopWordRemoval,NEWS15,SYSTEM1.TXT,0.09524,0.10526,0.10000,1

ROUGE-2+StopWordRemoval,NEWS15,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS10,SYSTEM1.TXT,0.11765,0.06667,0.08511,1

ROUGE-1+StopWordRemoval,NEWS10,SYSTEM1.TXT,0.22222,0.11429,0.15094,1

ROUGE-2+StopWordRemoval,NEWS10,SYSTEM1.TXT,0.12500,0.06250,0.08333,1

ROUGE-L+StopWordRemoval,NEWS11,SYSTEM1.TXT,0.17391,0.14286,0.15686,1

ROUGE-1+StopWordRemoval,NEWS11,SYSTEM1.TXT,0.17391,0.12121,0.14286,1

ROUGE-2+StopWordRemoval,NEWS11,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS193,SYSTEM1.TXT,0.84615,0.20755,0.33333,1

ROUGE-1+StopWordRemoval,NEWS193,SYSTEM1.TXT,0.92308,0.20000,0.32877,1

ROUGE-2+StopWordRemoval,NEWS193,SYSTEM1.TXT,0.63636,0.12281,0.20588,1

ROUGE-L+StopWordRemoval,NEWS194,SYSTEM1.TXT,0.50000,0.27273,0.35294,1

ROUGE-1+StopWordRemoval,NEWS194,SYSTEM1.TXT,0.55172,0.31373,0.40000,1

ROUGE-2+StopWordRemoval,NEWS194,SYSTEM1.TXT,0.19231,0.10417,0.13514,1

ROUGE-L+StopWordRemoval,NEWS195,SYSTEM1.TXT,0.31818,0.14000,0.19444,1

ROUGE-1+StopWordRemoval,NEWS195,SYSTEM1.TXT,0.34783,0.14545,0.20513,1

ROUGE-2+StopWordRemoval,NEWS195,SYSTEM1.TXT,0.15000,0.05769,0.08333,1

ROUGE-L+StopWordRemoval,NEWS196,SYSTEM1.TXT,0.57692,0.46875,0.51724,1

ROUGE-1+StopWordRemoval,NEWS196,SYSTEM1.TXT,0.64516,0.40000,0.49383,1

ROUGE-2+StopWordRemoval,NEWS196,SYSTEM1.TXT,0.28571,0.17021,0.21333,1

ROUGE-L+StopWordRemoval,NEWS197,SYSTEM1.TXT,0.28571,0.15789,0.20339,1

ROUGE-1+StopWordRemoval,NEWS197,SYSTEM1.TXT,0.38095,0.19048,0.25397,1

ROUGE-2+StopWordRemoval,NEWS197,SYSTEM1.TXT,0.05263,0.02564,0.03448,1

ROUGE-L+StopWordRemoval,NEWS198,SYSTEM1.TXT,0.45455,0.23256,0.30769,1

ROUGE-1+StopWordRemoval,NEWS198,SYSTEM1.TXT,0.43478,0.19608,0.27027,1

ROUGE-2+StopWordRemoval,NEWS198,SYSTEM1.TXT,0.23810,0.10417,0.14493,1

ROUGE-L+StopWordRemoval,NEWS199,SYSTEM1.TXT,0.18182,0.09756,0.12698,1

ROUGE-1+StopWordRemoval,NEWS199,SYSTEM1.TXT,0.17391,0.08163,0.11111,1

ROUGE-2+StopWordRemoval,NEWS199,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS190,SYSTEM1.TXT,0.24000,0.13636,0.17391,1

ROUGE-1+StopWordRemoval,NEWS190,SYSTEM1.TXT,0.25926,0.13725,0.17949,1

ROUGE-2+StopWordRemoval,NEWS190,SYSTEM1.TXT,0.04167,0.02083,0.02778,1

ROUGE-L+StopWordRemoval,NEWS191,SYSTEM1.TXT,0.33333,0.13636,0.19355,1

ROUGE-1+StopWordRemoval,NEWS191,SYSTEM1.TXT,0.31579,0.13043,0.18462,1

ROUGE-2+StopWordRemoval,NEWS191,SYSTEM1.TXT,0.06250,0.02326,0.03390,1

ROUGE-L+StopWordRemoval,NEWS192,SYSTEM1.TXT,0.33333,0.18182,0.23529,1

ROUGE-1+StopWordRemoval,NEWS192,SYSTEM1.TXT,0.30769,0.12903,0.18182,1

ROUGE-2+StopWordRemoval,NEWS192,SYSTEM1.TXT,0.18182,0.07143,0.10256,1

ROUGE-L+StopWordRemoval,NEWS2,SYSTEM1.TXT,0.33333,0.25000,0.28571,1

ROUGE-1+StopWordRemoval,NEWS2,SYSTEM1.TXT,0.32432,0.22222,0.26374,1

ROUGE-2+StopWordRemoval,NEWS2,SYSTEM1.TXT,0.23529,0.15686,0.18824,1

ROUGE-L+StopWordRemoval,NEWS1,SYSTEM1.TXT,0.17391,0.10000,0.12698,1

ROUGE-1+StopWordRemoval,NEWS1,SYSTEM1.TXT,0.26923,0.14583,0.18919,1

ROUGE-2+StopWordRemoval,NEWS1,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS78,SYSTEM1.TXT,0.25000,0.11364,0.15625,1

ROUGE-1+StopWordRemoval,NEWS78,SYSTEM1.TXT,0.23810,0.10000,0.14085,1

ROUGE-2+StopWordRemoval,NEWS78,SYSTEM1.TXT,0.10526,0.04255,0.06061,1

ROUGE-L+StopWordRemoval,NEWS79,SYSTEM1.TXT,0.50000,0.32500,0.39394,1

ROUGE-1+StopWordRemoval,NEWS79,SYSTEM1.TXT,0.62963,0.37778,0.47222,1

ROUGE-2+StopWordRemoval,NEWS79,SYSTEM1.TXT,0.29167,0.16667,0.21212,1

ROUGE-L+StopWordRemoval,NEWS74,SYSTEM1.TXT,0.57895,0.36667,0.44898,1

ROUGE-1+StopWordRemoval,NEWS74,SYSTEM1.TXT,0.56522,0.39394,0.46429,1

ROUGE-2+StopWordRemoval,NEWS74,SYSTEM1.TXT,0.45000,0.30000,0.36000,1

ROUGE-L+StopWordRemoval,NEWS75,SYSTEM1.TXT,0.47368,0.20000,0.28125,1

ROUGE-1+StopWordRemoval,NEWS75,SYSTEM1.TXT,0.52381,0.22917,0.31884,1

ROUGE-2+StopWordRemoval,NEWS75,SYSTEM1.TXT,0.31579,0.13333,0.18750,1

ROUGE-L+StopWordRemoval,NEWS76,SYSTEM1.TXT,0.29167,0.24138,0.26415,1

ROUGE-1+StopWordRemoval,NEWS76,SYSTEM1.TXT,0.32000,0.23529,0.27119,1

ROUGE-2+StopWordRemoval,NEWS76,SYSTEM1.TXT,0.13636,0.09677,0.11321,1

ROUGE-L+StopWordRemoval,NEWS77,SYSTEM1.TXT,0.33333,0.18919,0.24138,1

ROUGE-1+StopWordRemoval,NEWS77,SYSTEM1.TXT,0.40909,0.20930,0.27692,1

ROUGE-2+StopWordRemoval,NEWS77,SYSTEM1.TXT,0.15789,0.07500,0.10169,1

ROUGE-L+StopWordRemoval,NEWS70,SYSTEM1.TXT,0.15789,0.14286,0.15000,1

ROUGE-1+StopWordRemoval,NEWS70,SYSTEM1.TXT,0.28571,0.25000,0.26667,1

ROUGE-2+StopWordRemoval,NEWS70,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS71,SYSTEM1.TXT,0.50000,0.14815,0.22857,1

ROUGE-1+StopWordRemoval,NEWS71,SYSTEM1.TXT,0.47059,0.10959,0.17778,1

ROUGE-2+StopWordRemoval,NEWS71,SYSTEM1.TXT,0.13333,0.02857,0.04706,1

ROUGE-L+StopWordRemoval,NEWS72,SYSTEM1.TXT,0.66667,0.18182,0.28571,1

ROUGE-1+StopWordRemoval,NEWS72,SYSTEM1.TXT,0.66667,0.15000,0.24490,1

ROUGE-2+StopWordRemoval,NEWS72,SYSTEM1.TXT,0.71429,0.13514,0.22727,1

ROUGE-L+StopWordRemoval,NEWS73,SYSTEM1.TXT,0.53333,0.29630,0.38095,1

ROUGE-1+StopWordRemoval,NEWS73,SYSTEM1.TXT,0.58824,0.31250,0.40816,1

ROUGE-2+StopWordRemoval,NEWS73,SYSTEM1.TXT,0.35714,0.17241,0.23256,1

ROUGE-L+StopWordRemoval,NEWS67,SYSTEM1.TXT,0.06250,0.05405,0.05797,1

ROUGE-1+StopWordRemoval,NEWS67,SYSTEM1.TXT,0.05556,0.04255,0.04819,1

ROUGE-2+StopWordRemoval,NEWS67,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS68,SYSTEM1.TXT,0.31250,0.12821,0.18182,1

ROUGE-1+StopWordRemoval,NEWS68,SYSTEM1.TXT,0.41176,0.15556,0.22581,1

ROUGE-2+StopWordRemoval,NEWS68,SYSTEM1.TXT,0.06667,0.02381,0.03509,1

ROUGE-L+StopWordRemoval,NEWS69,SYSTEM1.TXT,0.26316,0.12500,0.16949,1

ROUGE-1+StopWordRemoval,NEWS69,SYSTEM1.TXT,0.25000,0.10000,0.14286,1

ROUGE-2+StopWordRemoval,NEWS69,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS63,SYSTEM1.TXT,0.13333,0.05263,0.07547,1

ROUGE-1+StopWordRemoval,NEWS63,SYSTEM1.TXT,0.20000,0.07692,0.11111,1

ROUGE-2+StopWordRemoval,NEWS63,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS64,SYSTEM1.TXT,0.33333,0.12903,0.18605,1

ROUGE-1+StopWordRemoval,NEWS64,SYSTEM1.TXT,0.33333,0.11429,0.17021,1

ROUGE-2+StopWordRemoval,NEWS64,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS65,SYSTEM1.TXT,0.35714,0.08065,0.13158,1

ROUGE-1+StopWordRemoval,NEWS65,SYSTEM1.TXT,0.40000,0.06977,0.11881,1

ROUGE-2+StopWordRemoval,NEWS65,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS66,SYSTEM1.TXT,0.16667,0.08571,0.11321,1

ROUGE-1+StopWordRemoval,NEWS66,SYSTEM1.TXT,0.23810,0.12500,0.16393,1

ROUGE-2+StopWordRemoval,NEWS66,SYSTEM1.TXT,0.05556,0.02703,0.03636,1

ROUGE-L+StopWordRemoval,NEWS60,SYSTEM1.TXT,0.20000,0.10714,0.13953,1

ROUGE-1+StopWordRemoval,NEWS60,SYSTEM1.TXT,0.25000,0.12903,0.17021,1

ROUGE-2+StopWordRemoval,NEWS60,SYSTEM1.TXT,0.07143,0.03571,0.04762,1

ROUGE-L+StopWordRemoval,NEWS61,SYSTEM1.TXT,0.23529,0.09756,0.13793,1

ROUGE-1+StopWordRemoval,NEWS61,SYSTEM1.TXT,0.22222,0.08696,0.12500,1

ROUGE-2+StopWordRemoval,NEWS61,SYSTEM1.TXT,0.06250,0.02326,0.03390,1

ROUGE-L+StopWordRemoval,NEWS62,SYSTEM1.TXT,0.84211,0.43243,0.57143,1

ROUGE-1+StopWordRemoval,NEWS62,SYSTEM1.TXT,0.85714,0.40000,0.54545,1

ROUGE-2+StopWordRemoval,NEWS62,SYSTEM1.TXT,0.63158,0.28571,0.39344,1

ROUGE-L+StopWordRemoval,NEWS56,SYSTEM1.TXT,0.69231,0.21951,0.33333,1

ROUGE-1+StopWordRemoval,NEWS56,SYSTEM1.TXT,0.69231,0.19149,0.30000,1

ROUGE-2+StopWordRemoval,NEWS56,SYSTEM1.TXT,0.45455,0.11364,0.18182,1

ROUGE-L+StopWordRemoval,NEWS57,SYSTEM1.TXT,0.35294,0.19355,0.25000,1

ROUGE-1+StopWordRemoval,NEWS57,SYSTEM1.TXT,0.41176,0.15556,0.22581,1

ROUGE-2+StopWordRemoval,NEWS57,SYSTEM1.TXT,0.20000,0.07143,0.10526,1

ROUGE-L+StopWordRemoval,NEWS58,SYSTEM1.TXT,0.06667,0.03226,0.04348,1

ROUGE-1+StopWordRemoval,NEWS58,SYSTEM1.TXT,0.06667,0.02632,0.03774,1

ROUGE-2+StopWordRemoval,NEWS58,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS59,SYSTEM1.TXT,0.07143,0.03030,0.04255,1

ROUGE-1+StopWordRemoval,NEWS59,SYSTEM1.TXT,0.13333,0.05263,0.07547,1

ROUGE-2+StopWordRemoval,NEWS59,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS52,SYSTEM1.TXT,0.50000,0.19048,0.27586,1

ROUGE-1+StopWordRemoval,NEWS52,SYSTEM1.TXT,0.44444,0.15686,0.23188,1

ROUGE-2+StopWordRemoval,NEWS52,SYSTEM1.TXT,0.33333,0.10417,0.15873,1

ROUGE-L+StopWordRemoval,NEWS53,SYSTEM1.TXT,0.14286,0.07500,0.09836,1

ROUGE-1+StopWordRemoval,NEWS53,SYSTEM1.TXT,0.13636,0.06383,0.08696,1

ROUGE-2+StopWordRemoval,NEWS53,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS54,SYSTEM1.TXT,0.30769,0.09524,0.14545,1

ROUGE-1+StopWordRemoval,NEWS54,SYSTEM1.TXT,0.38462,0.10000,0.15873,1

ROUGE-2+StopWordRemoval,NEWS54,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS55,SYSTEM1.TXT,0.46667,0.23333,0.31111,1

ROUGE-1+StopWordRemoval,NEWS55,SYSTEM1.TXT,0.65217,0.30612,0.41667,1

ROUGE-2+StopWordRemoval,NEWS55,SYSTEM1.TXT,0.55000,0.23913,0.33333,1

ROUGE-L+StopWordRemoval,NEWS50,SYSTEM1.TXT,0.40000,0.18605,0.25397,1

ROUGE-1+StopWordRemoval,NEWS50,SYSTEM1.TXT,0.45455,0.19608,0.27397,1

ROUGE-2+StopWordRemoval,NEWS50,SYSTEM1.TXT,0.10526,0.04167,0.05970,1

ROUGE-L+StopWordRemoval,NEWS51,SYSTEM1.TXT,0.50000,0.27778,0.35714,1

ROUGE-1+StopWordRemoval,NEWS51,SYSTEM1.TXT,0.56522,0.27083,0.36620,1

ROUGE-2+StopWordRemoval,NEWS51,SYSTEM1.TXT,0.42857,0.20000,0.27273,1

ROUGE-L+StopWordRemoval,NEWS49,SYSTEM1.TXT,0.30000,0.13043,0.18182,1

ROUGE-1+StopWordRemoval,NEWS49,SYSTEM1.TXT,0.40000,0.20408,0.27027,1

ROUGE-2+StopWordRemoval,NEWS49,SYSTEM1.TXT,0.09091,0.04348,0.05882,1

ROUGE-L+StopWordRemoval,NEWS45,SYSTEM1.TXT,0.33333,0.12903,0.18605,1

ROUGE-1+StopWordRemoval,NEWS45,SYSTEM1.TXT,0.30769,0.12121,0.17391,1

ROUGE-2+StopWordRemoval,NEWS45,SYSTEM1.TXT,0.09091,0.03333,0.04878,1

ROUGE-L+StopWordRemoval,NEWS46,SYSTEM1.TXT,0.30769,0.07273,0.11765,1

ROUGE-1+StopWordRemoval,NEWS46,SYSTEM1.TXT,0.38462,0.07576,0.12658,1

ROUGE-2+StopWordRemoval,NEWS46,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS47,SYSTEM1.TXT,0.21739,0.16667,0.18868,1

ROUGE-1+StopWordRemoval,NEWS47,SYSTEM1.TXT,0.20000,0.14706,0.16949,1

ROUGE-2+StopWordRemoval,NEWS47,SYSTEM1.TXT,0.04545,0.03226,0.03774,1

ROUGE-L+StopWordRemoval,NEWS48,SYSTEM1.TXT,0.17647,0.07317,0.10345,1

ROUGE-1+StopWordRemoval,NEWS48,SYSTEM1.TXT,0.17647,0.05769,0.08696,1

ROUGE-2+StopWordRemoval,NEWS48,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS41,SYSTEM1.TXT,0.50000,0.24000,0.32432,1

ROUGE-1+StopWordRemoval,NEWS41,SYSTEM1.TXT,0.50000,0.20690,0.29268,1

ROUGE-2+StopWordRemoval,NEWS41,SYSTEM1.TXT,0.20000,0.07692,0.11111,1

ROUGE-L+StopWordRemoval,NEWS42,SYSTEM1.TXT,0.38462,0.15152,0.21739,1

ROUGE-1+StopWordRemoval,NEWS42,SYSTEM1.TXT,0.38462,0.12500,0.18868,1

ROUGE-2+StopWordRemoval,NEWS42,SYSTEM1.TXT,0.18182,0.05405,0.08333,1

ROUGE-L+StopWordRemoval,NEWS43,SYSTEM1.TXT,0.57143,0.16327,0.25397,1

ROUGE-1+StopWordRemoval,NEWS43,SYSTEM1.TXT,0.57143,0.15385,0.24242,1

ROUGE-2+StopWordRemoval,NEWS43,SYSTEM1.TXT,0.41667,0.10204,0.16393,1

ROUGE-L+StopWordRemoval,NEWS44,SYSTEM1.TXT,0.14286,0.05714,0.08163,1

ROUGE-1+StopWordRemoval,NEWS44,SYSTEM1.TXT,0.18750,0.07143,0.10345,1

ROUGE-2+StopWordRemoval,NEWS44,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS40,SYSTEM1.TXT,0.65217,0.31915,0.42857,1

ROUGE-1+StopWordRemoval,NEWS40,SYSTEM1.TXT,0.64000,0.30769,0.41558,1

ROUGE-2+StopWordRemoval,NEWS40,SYSTEM1.TXT,0.54545,0.24490,0.33803,1

ROUGE-L+StopWordRemoval,NEWS8,SYSTEM1.TXT,0.37037,0.26316,0.30769,1

ROUGE-1+StopWordRemoval,NEWS8,SYSTEM1.TXT,0.42857,0.26667,0.32877,1

ROUGE-2+StopWordRemoval,NEWS8,SYSTEM1.TXT,0.16000,0.09524,0.11940,1

ROUGE-L+StopWordRemoval,NEWS7,SYSTEM1.TXT,0.43478,0.18182,0.25641,1

ROUGE-1+StopWordRemoval,NEWS7,SYSTEM1.TXT,0.58065,0.25000,0.34951,1

ROUGE-2+StopWordRemoval,NEWS7,SYSTEM1.TXT,0.46429,0.18841,0.26804,1

ROUGE-L+StopWordRemoval,NEWS9,SYSTEM1.TXT,0.22222,0.13333,0.16667,1

ROUGE-1+StopWordRemoval,NEWS9,SYSTEM1.TXT,0.20000,0.12121,0.15094,1

ROUGE-2+StopWordRemoval,NEWS9,SYSTEM1.TXT,0.05556,0.03333,0.04167,1

ROUGE-L+StopWordRemoval,NEWS4,SYSTEM1.TXT,0.10000,0.06452,0.07843,1

ROUGE-1+StopWordRemoval,NEWS4,SYSTEM1.TXT,0.09524,0.05263,0.06780,1

ROUGE-2+StopWordRemoval,NEWS4,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS3,SYSTEM1.TXT,0.28000,0.17949,0.21875,1

ROUGE-1+StopWordRemoval,NEWS3,SYSTEM1.TXT,0.35714,0.19231,0.25000,1

ROUGE-2+StopWordRemoval,NEWS3,SYSTEM1.TXT,0.16000,0.08163,0.10811,1

ROUGE-L+StopWordRemoval,NEWS6,SYSTEM1.TXT,0.19231,0.11628,0.14493,1

ROUGE-1+StopWordRemoval,NEWS6,SYSTEM1.TXT,0.20690,0.12500,0.15584,1

ROUGE-2+StopWordRemoval,NEWS6,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS5,SYSTEM1.TXT,0.38095,0.17391,0.23881,1

ROUGE-1+StopWordRemoval,NEWS5,SYSTEM1.TXT,0.36364,0.14815,0.21053,1

ROUGE-2+StopWordRemoval,NEWS5,SYSTEM1.TXT,0.05263,0.01961,0.02857,1

ROUGE-L+StopWordRemoval,NEWS902,SYSTEM1.TXT,0.47826,0.28947,0.36066,1

ROUGE-1+StopWordRemoval,NEWS902,SYSTEM1.TXT,0.50000,0.27273,0.35294,1

ROUGE-2+StopWordRemoval,NEWS902,SYSTEM1.TXT,0.33333,0.17073,0.22581,1

ROUGE-L+StopWordRemoval,NEWS903,SYSTEM1.TXT,0.14286,0.06000,0.08451,1

ROUGE-1+StopWordRemoval,NEWS903,SYSTEM1.TXT,0.14286,0.04839,0.07229,1

ROUGE-2+StopWordRemoval,NEWS903,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS904,SYSTEM1.TXT,0.18750,0.26087,0.21818,1

ROUGE-1+StopWordRemoval,NEWS904,SYSTEM1.TXT,0.29730,0.35484,0.32353,1

ROUGE-2+StopWordRemoval,NEWS904,SYSTEM1.TXT,0.06061,0.07143,0.06557,1

ROUGE-L+StopWordRemoval,NEWS905,SYSTEM1.TXT,0.41176,0.02047,0.03900,1

ROUGE-1+StopWordRemoval,NEWS905,SYSTEM1.TXT,0.81579,0.02183,0.04252,1

ROUGE-2+StopWordRemoval,NEWS905,SYSTEM1.TXT,0.57143,0.01411,0.02755,1

ROUGE-L+StopWordRemoval,NEWS906,SYSTEM1.TXT,0.23077,0.10714,0.14634,1

ROUGE-1+StopWordRemoval,NEWS906,SYSTEM1.TXT,0.32143,0.13043,0.18557,1

ROUGE-2+StopWordRemoval,NEWS906,SYSTEM1.TXT,0.04000,0.01515,0.02198,1

ROUGE-L+StopWordRemoval,NEWS907,SYSTEM1.TXT,0.90909,0.32258,0.47619,1

ROUGE-1+StopWordRemoval,NEWS907,SYSTEM1.TXT,0.83333,0.26316,0.40000,1

ROUGE-2+StopWordRemoval,NEWS907,SYSTEM1.TXT,0.30000,0.08571,0.13333,1

ROUGE-L+StopWordRemoval,NEWS908,SYSTEM1.TXT,0.05263,0.04762,0.05000,1

ROUGE-1+StopWordRemoval,NEWS908,SYSTEM1.TXT,0.08333,0.07692,0.08000,1

ROUGE-2+StopWordRemoval,NEWS908,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS909,SYSTEM1.TXT,0.39130,0.31034,0.34615,1

ROUGE-1+StopWordRemoval,NEWS909,SYSTEM1.TXT,0.53846,0.31111,0.39437,1

ROUGE-2+StopWordRemoval,NEWS909,SYSTEM1.TXT,0.26087,0.14286,0.18462,1

ROUGE-L+StopWordRemoval,NEWS900,SYSTEM1.TXT,0.24000,0.14286,0.17910,1

ROUGE-1+StopWordRemoval,NEWS900,SYSTEM1.TXT,0.31250,0.18868,0.23529,1

ROUGE-2+StopWordRemoval,NEWS900,SYSTEM1.TXT,0.10345,0.06000,0.07595,1

ROUGE-L+StopWordRemoval,NEWS901,SYSTEM1.TXT,0.57895,0.26190,0.36066,1

ROUGE-1+StopWordRemoval,NEWS901,SYSTEM1.TXT,0.57895,0.22449,0.32353,1

ROUGE-2+StopWordRemoval,NEWS901,SYSTEM1.TXT,0.18750,0.06522,0.09677,1

ROUGE-L+StopWordRemoval,NEWS913,SYSTEM1.TXT,0.20000,0.19355,0.19672,1

ROUGE-1+StopWordRemoval,NEWS913,SYSTEM1.TXT,0.20588,0.15909,0.17949,1

ROUGE-2+StopWordRemoval,NEWS913,SYSTEM1.TXT,0.03226,0.02439,0.02778,1

ROUGE-L+StopWordRemoval,NEWS914,SYSTEM1.TXT,0.35294,0.13953,0.20000,1

ROUGE-1+StopWordRemoval,NEWS914,SYSTEM1.TXT,0.68421,0.26000,0.37681,1

ROUGE-2+StopWordRemoval,NEWS914,SYSTEM1.TXT,0.41176,0.14894,0.21875,1

ROUGE-L+StopWordRemoval,NEWS915,SYSTEM1.TXT,0.42857,0.20339,0.27586,1

ROUGE-1+StopWordRemoval,NEWS915,SYSTEM1.TXT,0.69444,0.32895,0.44643,1

ROUGE-2+StopWordRemoval,NEWS915,SYSTEM1.TXT,0.39394,0.17808,0.24528,1

ROUGE-L+StopWordRemoval,NEWS916,SYSTEM1.TXT,0.37037,0.33333,0.35088,1

ROUGE-1+StopWordRemoval,NEWS916,SYSTEM1.TXT,0.41176,0.42424,0.41791,1

ROUGE-2+StopWordRemoval,NEWS916,SYSTEM1.TXT,0.06452,0.06667,0.06557,1

ROUGE-L+StopWordRemoval,NEWS917,SYSTEM1.TXT,0.17647,0.06667,0.09677,1

ROUGE-1+StopWordRemoval,NEWS917,SYSTEM1.TXT,0.17647,0.05882,0.08824,1

ROUGE-2+StopWordRemoval,NEWS917,SYSTEM1.TXT,0.07143,0.02083,0.03226,1

ROUGE-L+StopWordRemoval,NEWS918,SYSTEM1.TXT,0.41667,0.10417,0.16667,1

ROUGE-1+StopWordRemoval,NEWS918,SYSTEM1.TXT,0.58333,0.12281,0.20290,1

ROUGE-2+StopWordRemoval,NEWS918,SYSTEM1.TXT,0.10000,0.01852,0.03125,1

ROUGE-L+StopWordRemoval,NEWS919,SYSTEM1.TXT,0.58824,0.32258,0.41667,1

ROUGE-1+StopWordRemoval,NEWS919,SYSTEM1.TXT,0.88000,0.48889,0.62857,1

ROUGE-2+StopWordRemoval,NEWS919,SYSTEM1.TXT,0.65217,0.35714,0.46154,1

ROUGE-L+StopWordRemoval,NEWS910,SYSTEM1.TXT,0.27778,0.12500,0.17241,1

ROUGE-1+StopWordRemoval,NEWS910,SYSTEM1.TXT,0.27778,0.11111,0.15873,1

ROUGE-2+StopWordRemoval,NEWS910,SYSTEM1.TXT,0.06250,0.02381,0.03448,1

ROUGE-L+StopWordRemoval,NEWS911,SYSTEM1.TXT,0.13889,0.20000,0.16393,1

ROUGE-1+StopWordRemoval,NEWS911,SYSTEM1.TXT,0.15385,0.18750,0.16901,1

ROUGE-2+StopWordRemoval,NEWS911,SYSTEM1.TXT,0.02778,0.03448,0.03077,1

ROUGE-L+StopWordRemoval,NEWS912,SYSTEM1.TXT,0.93750,0.36585,0.52632,1

