ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries

ROUGE-1+StopWordRemoval,NEWS525,SYSTEM1.TXT,0.17857,0.11628,0.14085,1

ROUGE-2+StopWordRemoval,NEWS525,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS768,SYSTEM1.TXT,0.36842,0.16667,0.22951,1

ROUGE-1+StopWordRemoval,NEWS768,SYSTEM1.TXT,0.45000,0.16667,0.24324,1

ROUGE-2+StopWordRemoval,NEWS768,SYSTEM1.TXT,0.05882,0.01961,0.02941,1

ROUGE-L+StopWordRemoval,NEWS526,SYSTEM1.TXT,0.09524,0.16667,0.12121,1

ROUGE-1+StopWordRemoval,NEWS526,SYSTEM1.TXT,0.13043,0.20000,0.15789,1

ROUGE-2+StopWordRemoval,NEWS526,SYSTEM1.TXT,0.05000,0.08333,0.06250,1

ROUGE-L+StopWordRemoval,NEWS527,SYSTEM1.TXT,0.78571,0.20755,0.32836,1

ROUGE-1+StopWordRemoval,NEWS527,SYSTEM1.TXT,0.80000,0.17647,0.28916,1

ROUGE-2+StopWordRemoval,NEWS527,SYSTEM1.TXT,0.53846,0.10769,0.17949,1

ROUGE-L+StopWordRemoval,NEWS769,SYSTEM1.TXT,0.24138,0.19444,0.21538,1

ROUGE-1+StopWordRemoval,NEWS769,SYSTEM1.TXT,0.36364,0.26087,0.30380,1

ROUGE-2+StopWordRemoval,NEWS769,SYSTEM1.TXT,0.03333,0.02326,0.02740,1

ROUGE-L+StopWordRemoval,NEWS770,SYSTEM1.TXT,0.40000,0.18182,0.25000,1

ROUGE-1+StopWordRemoval,NEWS770,SYSTEM1.TXT,0.38095,0.21622,0.27586,1

ROUGE-2+StopWordRemoval,NEWS770,SYSTEM1.TXT,0.16667,0.08824,0.11538,1

ROUGE-L+StopWordRemoval,NEWS771,SYSTEM1.TXT,0.29167,0.21212,0.24561,1

ROUGE-1+StopWordRemoval,NEWS771,SYSTEM1.TXT,0.29630,0.22222,0.25397,1

ROUGE-2+StopWordRemoval,NEWS771,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS772,SYSTEM1.TXT,0.17391,0.08333,0.11268,1

ROUGE-1+StopWordRemoval,NEWS772,SYSTEM1.TXT,0.25000,0.10169,0.14458,1

ROUGE-2+StopWordRemoval,NEWS772,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS530,SYSTEM1.TXT,0.30769,0.23529,0.26667,1

ROUGE-1+StopWordRemoval,NEWS530,SYSTEM1.TXT,0.40625,0.30952,0.35135,1

ROUGE-2+StopWordRemoval,NEWS530,SYSTEM1.TXT,0.13793,0.10256,0.11765,1

ROUGE-L+StopWordRemoval,NEWS539,SYSTEM1.TXT,0.45455,0.29412,0.35714,1

ROUGE-1+StopWordRemoval,NEWS539,SYSTEM1.TXT,0.42308,0.29730,0.34921,1

ROUGE-2+StopWordRemoval,NEWS539,SYSTEM1.TXT,0.08696,0.05882,0.07018,1

ROUGE-L+StopWordRemoval,NEWS531,SYSTEM1.TXT,0.26667,0.08000,0.12308,1

ROUGE-1+StopWordRemoval,NEWS531,SYSTEM1.TXT,0.25000,0.06557,0.10390,1

ROUGE-2+StopWordRemoval,NEWS531,SYSTEM1.TXT,0.07143,0.01724,0.02778,1

ROUGE-L+StopWordRemoval,NEWS773,SYSTEM1.TXT,0.20000,0.21739,0.20833,1

ROUGE-1+StopWordRemoval,NEWS773,SYSTEM1.TXT,0.23077,0.22222,0.22642,1

ROUGE-2+StopWordRemoval,NEWS773,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS774,SYSTEM1.TXT,0.28000,0.15909,0.20290,1

ROUGE-1+StopWordRemoval,NEWS774,SYSTEM1.TXT,0.35714,0.18182,0.24096,1

ROUGE-2+StopWordRemoval,NEWS774,SYSTEM1.TXT,0.08000,0.03846,0.05195,1

ROUGE-L+StopWordRemoval,NEWS532,SYSTEM1.TXT,0.06250,0.02381,0.03448,1

ROUGE-1+StopWordRemoval,NEWS532,SYSTEM1.TXT,0.05556,0.02273,0.03226,1

ROUGE-2+StopWordRemoval,NEWS532,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS775,SYSTEM1.TXT,0.45000,0.29032,0.35294,1

ROUGE-1+StopWordRemoval,NEWS775,SYSTEM1.TXT,0.50000,0.26829,0.34921,1

ROUGE-2+StopWordRemoval,NEWS775,SYSTEM1.TXT,0.36842,0.18421,0.24561,1

ROUGE-L+StopWordRemoval,NEWS533,SYSTEM1.TXT,0.16667,0.11111,0.13333,1

ROUGE-1+StopWordRemoval,NEWS533,SYSTEM1.TXT,0.15789,0.10000,0.12245,1

ROUGE-2+StopWordRemoval,NEWS533,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS534,SYSTEM1.TXT,0.13333,0.11111,0.12121,1

ROUGE-1+StopWordRemoval,NEWS534,SYSTEM1.TXT,0.26471,0.21429,0.23684,1

ROUGE-2+StopWordRemoval,NEWS534,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS776,SYSTEM1.TXT,0.09091,0.13636,0.10909,1

ROUGE-1+StopWordRemoval,NEWS776,SYSTEM1.TXT,0.08571,0.11111,0.09677,1

ROUGE-2+StopWordRemoval,NEWS776,SYSTEM1.TXT,0.03125,0.04167,0.03571,1

ROUGE-L+StopWordRemoval,NEWS777,SYSTEM1.TXT,0.34783,0.21622,0.26667,1

ROUGE-1+StopWordRemoval,NEWS777,SYSTEM1.TXT,0.41667,0.25641,0.31746,1

ROUGE-2+StopWordRemoval,NEWS777,SYSTEM1.TXT,0.14286,0.08333,0.10526,1

ROUGE-L+StopWordRemoval,NEWS535,SYSTEM1.TXT,0.25926,0.46667,0.33333,1

ROUGE-1+StopWordRemoval,NEWS535,SYSTEM1.TXT,0.37143,0.50000,0.42623,1

ROUGE-2+StopWordRemoval,NEWS535,SYSTEM1.TXT,0.16129,0.21739,0.18519,1

ROUGE-L+StopWordRemoval,NEWS778,SYSTEM1.TXT,0.20690,0.18750,0.19672,1

ROUGE-1+StopWordRemoval,NEWS778,SYSTEM1.TXT,0.23333,0.17500,0.20000,1

ROUGE-2+StopWordRemoval,NEWS778,SYSTEM1.TXT,0.03704,0.02703,0.03125,1

ROUGE-L+StopWordRemoval,NEWS536,SYSTEM1.TXT,0.16667,0.05882,0.08696,1

ROUGE-1+StopWordRemoval,NEWS536,SYSTEM1.TXT,0.16667,0.05263,0.08000,1

ROUGE-2+StopWordRemoval,NEWS536,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS537,SYSTEM1.TXT,0.26923,0.21875,0.24138,1

ROUGE-1+StopWordRemoval,NEWS537,SYSTEM1.TXT,0.46667,0.31111,0.37333,1

ROUGE-2+StopWordRemoval,NEWS537,SYSTEM1.TXT,0.18519,0.11905,0.14493,1

ROUGE-L+StopWordRemoval,NEWS779,SYSTEM1.TXT,0.35484,0.21569,0.26829,1

ROUGE-1+StopWordRemoval,NEWS779,SYSTEM1.TXT,0.44737,0.26984,0.33663,1

ROUGE-2+StopWordRemoval,NEWS779,SYSTEM1.TXT,0.28571,0.16667,0.21053,1

ROUGE-L+StopWordRemoval,NEWS538,SYSTEM1.TXT,0.50000,0.25806,0.34043,1

ROUGE-1+StopWordRemoval,NEWS538,SYSTEM1.TXT,0.56250,0.29032,0.38298,1

ROUGE-2+StopWordRemoval,NEWS538,SYSTEM1.TXT,0.30769,0.14286,0.19512,1

ROUGE-L+StopWordRemoval,NEWS780,SYSTEM1.TXT,0.12000,0.16667,0.13953,1

ROUGE-1+StopWordRemoval,NEWS780,SYSTEM1.TXT,0.12000,0.12000,0.12000,1

ROUGE-2+StopWordRemoval,NEWS780,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS781,SYSTEM1.TXT,0.15000,0.13043,0.13953,1

ROUGE-1+StopWordRemoval,NEWS781,SYSTEM1.TXT,0.13636,0.11111,0.12245,1

ROUGE-2+StopWordRemoval,NEWS781,SYSTEM1.TXT,0.05000,0.04167,0.04545,1

ROUGE-L+StopWordRemoval,NEWS540,SYSTEM1.TXT,0.15789,0.08108,0.10714,1

ROUGE-1+StopWordRemoval,NEWS540,SYSTEM1.TXT,0.13636,0.07317,0.09524,1

ROUGE-2+StopWordRemoval,NEWS540,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS782,SYSTEM1.TXT,0.11765,0.04545,0.06557,1

ROUGE-1+StopWordRemoval,NEWS782,SYSTEM1.TXT,0.16667,0.05556,0.08333,1

ROUGE-2+StopWordRemoval,NEWS782,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS541,SYSTEM1.TXT,0.07692,0.03448,0.04762,1

ROUGE-1+StopWordRemoval,NEWS541,SYSTEM1.TXT,0.07692,0.02778,0.04082,1

ROUGE-2+StopWordRemoval,NEWS541,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS783,SYSTEM1.TXT,0.33333,0.28571,0.30769,1

ROUGE-1+StopWordRemoval,NEWS783,SYSTEM1.TXT,0.35714,0.31250,0.33333,1

ROUGE-2+StopWordRemoval,NEWS783,SYSTEM1.TXT,0.04000,0.03448,0.03704,1

ROUGE-L+StopWordRemoval,NEWS308,SYSTEM1.TXT,0.13043,0.07692,0.09677,1

ROUGE-1+StopWordRemoval,NEWS308,SYSTEM1.TXT,0.16667,0.08889,0.11594,1

ROUGE-2+StopWordRemoval,NEWS308,SYSTEM1.TXT,0.04762,0.02381,0.03175,1

ROUGE-L+StopWordRemoval,NEWS309,SYSTEM1.TXT,0.35000,0.23333,0.28000,1

ROUGE-1+StopWordRemoval,NEWS309,SYSTEM1.TXT,0.40909,0.23684,0.30000,1

ROUGE-2+StopWordRemoval,NEWS309,SYSTEM1.TXT,0.05000,0.02857,0.03636,1

ROUGE-L+StopWordRemoval,NEWS542,SYSTEM1.TXT,0.31579,0.25000,0.27907,1

ROUGE-1+StopWordRemoval,NEWS542,SYSTEM1.TXT,0.36842,0.24138,0.29167,1

ROUGE-2+StopWordRemoval,NEWS542,SYSTEM1.TXT,0.12500,0.07692,0.09524,1

ROUGE-L+StopWordRemoval,NEWS784,SYSTEM1.TXT,0.05556,0.02857,0.03774,1

ROUGE-1+StopWordRemoval,NEWS784,SYSTEM1.TXT,0.05556,0.02439,0.03390,1

ROUGE-2+StopWordRemoval,NEWS784,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS300,SYSTEM1.TXT,0.33333,0.15556,0.21212,1

ROUGE-1+StopWordRemoval,NEWS300,SYSTEM1.TXT,0.34783,0.12903,0.18824,1

ROUGE-2+StopWordRemoval,NEWS300,SYSTEM1.TXT,0.10000,0.03390,0.05063,1

ROUGE-L+StopWordRemoval,NEWS301,SYSTEM1.TXT,0.38462,0.15152,0.21739,1

ROUGE-1+StopWordRemoval,NEWS301,SYSTEM1.TXT,0.38462,0.13514,0.20000,1

ROUGE-2+StopWordRemoval,NEWS301,SYSTEM1.TXT,0.09091,0.02941,0.04444,1

ROUGE-L+StopWordRemoval,NEWS785,SYSTEM1.TXT,0.33333,0.11538,0.17143,1

ROUGE-1+StopWordRemoval,NEWS785,SYSTEM1.TXT,0.36842,0.12727,0.18919,1

ROUGE-2+StopWordRemoval,NEWS785,SYSTEM1.TXT,0.23529,0.07692,0.11594,1

ROUGE-L+StopWordRemoval,NEWS543,SYSTEM1.TXT,0.13636,0.06818,0.09091,1

ROUGE-1+StopWordRemoval,NEWS543,SYSTEM1.TXT,0.14286,0.07843,0.10127,1

ROUGE-2+StopWordRemoval,NEWS543,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS544,SYSTEM1.TXT,0.12500,0.11538,0.12000,1

ROUGE-1+StopWordRemoval,NEWS544,SYSTEM1.TXT,0.14815,0.14815,0.14815,1

ROUGE-2+StopWordRemoval,NEWS544,SYSTEM1.TXT,0.04167,0.04167,0.04167,1

ROUGE-L+StopWordRemoval,NEWS786,SYSTEM1.TXT,0.43750,0.17949,0.25455,1

ROUGE-1+StopWordRemoval,NEWS786,SYSTEM1.TXT,0.58824,0.22727,0.32787,1

ROUGE-2+StopWordRemoval,NEWS786,SYSTEM1.TXT,0.20000,0.07317,0.10714,1

ROUGE-L+StopWordRemoval,NEWS302,SYSTEM1.TXT,0.24000,0.20690,0.22222,1

ROUGE-1+StopWordRemoval,NEWS302,SYSTEM1.TXT,0.26923,0.21212,0.23729,1

ROUGE-2+StopWordRemoval,NEWS302,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS545,SYSTEM1.TXT,0.42105,0.20513,0.27586,1

ROUGE-1+StopWordRemoval,NEWS545,SYSTEM1.TXT,0.38095,0.18182,0.24615,1

ROUGE-2+StopWordRemoval,NEWS545,SYSTEM1.TXT,0.11111,0.04878,0.06780,1

ROUGE-L+StopWordRemoval,NEWS303,SYSTEM1.TXT,0.31034,0.18750,0.23377,1

ROUGE-1+StopWordRemoval,NEWS303,SYSTEM1.TXT,0.30000,0.14754,0.19780,1

ROUGE-2+StopWordRemoval,NEWS303,SYSTEM1.TXT,0.11111,0.05172,0.07059,1

ROUGE-L+StopWordRemoval,NEWS787,SYSTEM1.TXT,0.14815,0.15385,0.15094,1

ROUGE-1+StopWordRemoval,NEWS787,SYSTEM1.TXT,0.13333,0.11765,0.12500,1

ROUGE-2+StopWordRemoval,NEWS787,SYSTEM1.TXT,0.03704,0.03226,0.03448,1

ROUGE-L+StopWordRemoval,NEWS304,SYSTEM1.TXT,0.55556,0.21739,0.31250,1

ROUGE-1+StopWordRemoval,NEWS304,SYSTEM1.TXT,0.57895,0.18033,0.27500,1

ROUGE-2+StopWordRemoval,NEWS304,SYSTEM1.TXT,0.23529,0.06897,0.10667,1

ROUGE-L+StopWordRemoval,NEWS788,SYSTEM1.TXT,0.35714,0.27778,0.31250,1

ROUGE-1+StopWordRemoval,NEWS788,SYSTEM1.TXT,0.40000,0.28571,0.33333,1

ROUGE-2+StopWordRemoval,NEWS788,SYSTEM1.TXT,0.23077,0.16667,0.19355,1

ROUGE-L+StopWordRemoval,NEWS546,SYSTEM1.TXT,0.46429,0.23214,0.30952,1

ROUGE-1+StopWordRemoval,NEWS546,SYSTEM1.TXT,0.67742,0.28378,0.40000,1

ROUGE-2+StopWordRemoval,NEWS546,SYSTEM1.TXT,0.32143,0.12676,0.18182,1

ROUGE-L+StopWordRemoval,NEWS789,SYSTEM1.TXT,0.17241,0.22727,0.19608,1

ROUGE-1+StopWordRemoval,NEWS789,SYSTEM1.TXT,0.25000,0.30769,0.27586,1

ROUGE-2+StopWordRemoval,NEWS789,SYSTEM1.TXT,0.06897,0.08696,0.07692,1

ROUGE-L+StopWordRemoval,NEWS547,SYSTEM1.TXT,0.76471,0.29545,0.42623,1

ROUGE-1+StopWordRemoval,NEWS547,SYSTEM1.TXT,0.82353,0.24561,0.37838,1

ROUGE-2+StopWordRemoval,NEWS547,SYSTEM1.TXT,0.53333,0.14815,0.23188,1

ROUGE-L+StopWordRemoval,NEWS305,SYSTEM1.TXT,0.42105,0.21622,0.28571,1

ROUGE-1+StopWordRemoval,NEWS305,SYSTEM1.TXT,0.45000,0.17308,0.25000,1

ROUGE-2+StopWordRemoval,NEWS305,SYSTEM1.TXT,0.05556,0.02041,0.02985,1

ROUGE-L+StopWordRemoval,NEWS548,SYSTEM1.TXT,0.62500,0.22727,0.33333,1

ROUGE-1+StopWordRemoval,NEWS548,SYSTEM1.TXT,0.75000,0.22642,0.34783,1

ROUGE-2+StopWordRemoval,NEWS548,SYSTEM1.TXT,0.57143,0.16000,0.25000,1

ROUGE-L+StopWordRemoval,NEWS306,SYSTEM1.TXT,0.08696,0.04762,0.06154,1

ROUGE-1+StopWordRemoval,NEWS306,SYSTEM1.TXT,0.06667,0.04348,0.05263,1

ROUGE-2+StopWordRemoval,NEWS306,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS307,SYSTEM1.TXT,0.30769,0.16000,0.21053,1

ROUGE-1+StopWordRemoval,NEWS307,SYSTEM1.TXT,0.33333,0.13846,0.19565,1

ROUGE-2+StopWordRemoval,NEWS307,SYSTEM1.TXT,0.08333,0.03226,0.04651,1

ROUGE-L+StopWordRemoval,NEWS549,SYSTEM1.TXT,0.26923,0.15217,0.19444,1

ROUGE-1+StopWordRemoval,NEWS549,SYSTEM1.TXT,0.24138,0.13208,0.17073,1

ROUGE-2+StopWordRemoval,NEWS549,SYSTEM1.TXT,0.03846,0.02000,0.02632,1

ROUGE-L+StopWordRemoval,NEWS790,SYSTEM1.TXT,0.41667,0.15625,0.22727,1

ROUGE-1+StopWordRemoval,NEWS790,SYSTEM1.TXT,0.58824,0.26316,0.36364,1

ROUGE-2+StopWordRemoval,NEWS790,SYSTEM1.TXT,0.33333,0.14286,0.20000,1

ROUGE-L+StopWordRemoval,NEWS791,SYSTEM1.TXT,0.35294,0.27273,0.30769,1

ROUGE-1+StopWordRemoval,NEWS791,SYSTEM1.TXT,0.50000,0.43478,0.46512,1

ROUGE-2+StopWordRemoval,NEWS791,SYSTEM1.TXT,0.05556,0.05000,0.05263,1

ROUGE-L+StopWordRemoval,NEWS550,SYSTEM1.TXT,0.46154,0.16216,0.24000,1

ROUGE-1+StopWordRemoval,NEWS550,SYSTEM1.TXT,0.46154,0.12000,0.19048,1

ROUGE-2+StopWordRemoval,NEWS550,SYSTEM1.TXT,0.36364,0.08511,0.13793,1

ROUGE-L+StopWordRemoval,NEWS792,SYSTEM1.TXT,0.21429,0.10345,0.13953,1

ROUGE-1+StopWordRemoval,NEWS792,SYSTEM1.TXT,0.40000,0.15385,0.22222,1

ROUGE-2+StopWordRemoval,NEWS792,SYSTEM1.TXT,0.07692,0.02778,0.04082,1

ROUGE-L+StopWordRemoval,NEWS551,SYSTEM1.TXT,0.17391,0.10526,0.13115,1

ROUGE-1+StopWordRemoval,NEWS551,SYSTEM1.TXT,0.28000,0.14583,0.19178,1

ROUGE-2+StopWordRemoval,NEWS551,SYSTEM1.TXT,0.04348,0.02222,0.02941,1

ROUGE-L+StopWordRemoval,NEWS793,SYSTEM1.TXT,0.33333,0.16279,0.21875,1

ROUGE-1+StopWordRemoval,NEWS793,SYSTEM1.TXT,0.40000,0.19608,0.26316,1

ROUGE-2+StopWordRemoval,NEWS793,SYSTEM1.TXT,0.13636,0.06250,0.08571,1

ROUGE-L+StopWordRemoval,NEWS552,SYSTEM1.TXT,0.23077,0.25000,0.24000,1

ROUGE-1+StopWordRemoval,NEWS552,SYSTEM1.TXT,0.23333,0.26923,0.25000,1

ROUGE-2+StopWordRemoval,NEWS552,SYSTEM1.TXT,0.07407,0.08696,0.08000,1

ROUGE-L+StopWordRemoval,NEWS794,SYSTEM1.TXT,0.25000,0.16129,0.19608,1

ROUGE-1+StopWordRemoval,NEWS794,SYSTEM1.TXT,0.36364,0.19048,0.25000,1

ROUGE-2+StopWordRemoval,NEWS794,SYSTEM1.TXT,0.21053,0.10256,0.13793,1

ROUGE-L+StopWordRemoval,NEWS310,SYSTEM1.TXT,0.73333,0.34375,0.46809,1

ROUGE-1+StopWordRemoval,NEWS310,SYSTEM1.TXT,0.75000,0.30769,0.43636,1

ROUGE-2+StopWordRemoval,NEWS310,SYSTEM1.TXT,0.42857,0.16667,0.24000,1

ROUGE-L+StopWordRemoval,NEWS319,SYSTEM1.TXT,0.19048,0.10256,0.13333,1

ROUGE-1+StopWordRemoval,NEWS319,SYSTEM1.TXT,0.18182,0.07843,0.10959,1

ROUGE-2+StopWordRemoval,NEWS319,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS311,SYSTEM1.TXT,0.12000,0.11111,0.11538,1

ROUGE-1+StopWordRemoval,NEWS311,SYSTEM1.TXT,0.16000,0.11765,0.13559,1

ROUGE-2+StopWordRemoval,NEWS311,SYSTEM1.TXT,0.04348,0.03226,0.03704,1

ROUGE-L+StopWordRemoval,NEWS795,SYSTEM1.TXT,0.92857,0.37143,0.53061,1

ROUGE-1+StopWordRemoval,NEWS795,SYSTEM1.TXT,0.92857,0.31707,0.47273,1

ROUGE-2+StopWordRemoval,NEWS795,SYSTEM1.TXT,0.75000,0.23684,0.36000,1

ROUGE-L+StopWordRemoval,NEWS553,SYSTEM1.TXT,0.37500,0.15789,0.22222,1

ROUGE-1+StopWordRemoval,NEWS553,SYSTEM1.TXT,0.37500,0.14062,0.20455,1

ROUGE-2+StopWordRemoval,NEWS553,SYSTEM1.TXT,0.14286,0.04918,0.07317,1

ROUGE-L+StopWordRemoval,NEWS554,SYSTEM1.TXT,0.81818,0.36000,0.50000,1

ROUGE-1+StopWordRemoval,NEWS554,SYSTEM1.TXT,0.78571,0.37931,0.51163,1

ROUGE-2+StopWordRemoval,NEWS554,SYSTEM1.TXT,0.66667,0.30769,0.42105,1

ROUGE-L+StopWordRemoval,NEWS796,SYSTEM1.TXT,0.11111,0.09091,0.10000,1

ROUGE-1+StopWordRemoval,NEWS796,SYSTEM1.TXT,0.11111,0.06061,0.07843,1

ROUGE-2+StopWordRemoval,NEWS796,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS312,SYSTEM1.TXT,0.45161,0.24561,0.31818,1

ROUGE-1+StopWordRemoval,NEWS312,SYSTEM1.TXT,0.53125,0.25758,0.34694,1

ROUGE-2+StopWordRemoval,NEWS312,SYSTEM1.TXT,0.24138,0.11111,0.15217,1

ROUGE-L+StopWordRemoval,NEWS555,SYSTEM1.TXT,0.15000,0.08571,0.10909,1

ROUGE-1+StopWordRemoval,NEWS555,SYSTEM1.TXT,0.14286,0.07143,0.09524,1

ROUGE-2+StopWordRemoval,NEWS555,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS313,SYSTEM1.TXT,0.28000,0.17500,0.21538,1

ROUGE-1+StopWordRemoval,NEWS313,SYSTEM1.TXT,0.34483,0.21739,0.26667,1

ROUGE-2+StopWordRemoval,NEWS313,SYSTEM1.TXT,0.11538,0.06977,0.08696,1

ROUGE-L+StopWordRemoval,NEWS797,SYSTEM1.TXT,0.14286,0.07692,0.10000,1

ROUGE-1+StopWordRemoval,NEWS797,SYSTEM1.TXT,0.14286,0.06897,0.09302,1

ROUGE-2+StopWordRemoval,NEWS797,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS314,SYSTEM1.TXT,0.40000,0.11765,0.18182,1

ROUGE-1+StopWordRemoval,NEWS314,SYSTEM1.TXT,0.68750,0.18033,0.28571,1

ROUGE-2+StopWordRemoval,NEWS314,SYSTEM1.TXT,0.28571,0.06897,0.11111,1

ROUGE-L+StopWordRemoval,NEWS798,SYSTEM1.TXT,0.34783,0.27586,0.30769,1

ROUGE-1+StopWordRemoval,NEWS798,SYSTEM1.TXT,0.39130,0.26471,0.31579,1

ROUGE-2+StopWordRemoval,NEWS798,SYSTEM1.TXT,0.15000,0.09677,0.11765,1

ROUGE-L+StopWordRemoval,NEWS556,SYSTEM1.TXT,0.28000,0.30435,0.29167,1

ROUGE-1+StopWordRemoval,NEWS556,SYSTEM1.TXT,0.29630,0.32000,0.30769,1

ROUGE-2+StopWordRemoval,NEWS556,SYSTEM1.TXT,0.12500,0.13636,0.13043,1

ROUGE-L+StopWordRemoval,NEWS799,SYSTEM1.TXT,0.81250,0.31707,0.45614,1

ROUGE-1+StopWordRemoval,NEWS799,SYSTEM1.TXT,0.76190,0.30769,0.43836,1

ROUGE-2+StopWordRemoval,NEWS799,SYSTEM1.TXT,0.61111,0.22449,0.32836,1

ROUGE-L+StopWordRemoval,NEWS557,SYSTEM1.TXT,0.29412,0.16667,0.21277,1

ROUGE-1+StopWordRemoval,NEWS557,SYSTEM1.TXT,0.35000,0.20588,0.25926,1

ROUGE-2+StopWordRemoval,NEWS557,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS315,SYSTEM1.TXT,0.43750,0.15909,0.23333,1

ROUGE-1+StopWordRemoval,NEWS315,SYSTEM1.TXT,0.50000,0.16327,0.24615,1

ROUGE-2+StopWordRemoval,NEWS315,SYSTEM1.TXT,0.14286,0.04348,0.06667,1

ROUGE-L+StopWordRemoval,NEWS558,SYSTEM1.TXT,0.21053,0.12121,0.15385,1

ROUGE-1+StopWordRemoval,NEWS558,SYSTEM1.TXT,0.22727,0.13158,0.16667,1

ROUGE-2+StopWordRemoval,NEWS558,SYSTEM1.TXT,0.05263,0.02857,0.03704,1

ROUGE-L+StopWordRemoval,NEWS316,SYSTEM1.TXT,0.45455,0.19231,0.27027,1

ROUGE-1+StopWordRemoval,NEWS316,SYSTEM1.TXT,0.45455,0.18519,0.26316,1

ROUGE-2+StopWordRemoval,NEWS316,SYSTEM1.TXT,0.22222,0.08333,0.12121,1

ROUGE-L+StopWordRemoval,NEWS317,SYSTEM1.TXT,0.58824,0.19608,0.29412,1

ROUGE-1+StopWordRemoval,NEWS317,SYSTEM1.TXT,0.66667,0.20690,0.31579,1

ROUGE-2+StopWordRemoval,NEWS317,SYSTEM1.TXT,0.43750,0.12727,0.19718,1

ROUGE-L+StopWordRemoval,NEWS559,SYSTEM1.TXT,0.29412,0.27778,0.28571,1

ROUGE-1+StopWordRemoval,NEWS559,SYSTEM1.TXT,0.35294,0.24000,0.28571,1

ROUGE-2+StopWordRemoval,NEWS559,SYSTEM1.TXT,0.06667,0.04545,0.05405,1

ROUGE-L+StopWordRemoval,NEWS318,SYSTEM1.TXT,0.22222,0.05000,0.08163,1

ROUGE-1+StopWordRemoval,NEWS318,SYSTEM1.TXT,0.22222,0.04762,0.07843,1

ROUGE-2+StopWordRemoval,NEWS318,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS560,SYSTEM1.TXT,0.23333,0.17500,0.20000,1

ROUGE-1+StopWordRemoval,NEWS560,SYSTEM1.TXT,0.28125,0.17647,0.21687,1

ROUGE-2+StopWordRemoval,NEWS560,SYSTEM1.TXT,0.03448,0.02083,0.02597,1

ROUGE-L+StopWordRemoval,NEWS561,SYSTEM1.TXT,0.21739,0.12500,0.15873,1

ROUGE-1+StopWordRemoval,NEWS561,SYSTEM1.TXT,0.26087,0.13043,0.17391,1

ROUGE-2+StopWordRemoval,NEWS561,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,NEWS320,SYSTEM1.TXT,0.25000,0.13793,0.17778,1

ROUGE-1+StopWordRemoval,NEWS320,SYSTEM1.TXT,0.25000,0.12500,0.16667,1

ROUGE-2+StopWordRemoval,NEWS320,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

